"","Town","Bezirk","Region","PostOffice","Bahnbezirk","PostRevenues","PostRevenues_pc","Post_1900","TelegraphRevenues","TelegraphRevenues_pc","Telegraph_1900","MA_Pop_Out_1880","MA_Pop_In_1880","MA_Pop_Out_1900","MA_Pop_In_1900","MA_Post_Out_1880","MA_Post_In_1880","MA_Post_Out_1900","MA_Post_In_1900","PostBahn","RailStation","RailWeight","RailRevenues","CollectedNachnahme","PaidOutNachnahme","Nachnahme","EmpRatio82","IndexDisSim82","Y1880","Y1900","PopShare1880","City","Fringe","Border","StateTax","LocalTax","Agriculture","Participation","Zentrum","Socialist","Liberal","Catholics","DifCatholicsZentrum","InstallTime","InstallMonth"
"14","Asch","KaufbeurenLand","SC","E","Wn",1569.49,2.69671821305842,2147.19,0,0,104.5,14.3535027429047,2.00238971116317,23.6352723910931,2.136570465004,3.85642598255204,0.241907429548133,9.52686069563508,0.33094904309773,0,1,-88208.1099656357,0.875403780068729,141479,290449,-255962.199312715,0.0777719888220528,0.206043270133971,0.582,0.621,0.0275659546251125,0,1,0,5.36703386744355,2.39912600145666,0.702,0.682,0.691,0.039,0.269,0.971,0.28,26,247
"15","Aschaffenburg","Aschaffenburg","UF","Amt","Wg",98094.2,8.07226793943384,223131.78,9707.55,0.798843811718236,14977.95,8.16073242996378,28.2940249973577,12.0965428816027,42.1267111814674,1.25782749626133,7.11256581059911,2.57825060502423,16.1787289124752,1,1,548.067807768268,0.0449040487162607,163957,174077,-832.784726793943,0.265388413429888,0.193482012518299,12.152,18.093,1,1,0,1,8.33890099249576,5.280077463084,0.635,0.637,0.654,0.1,0.246,0.936,0.282,135,138
"16","Aschau","Muehldorf","OB","E","Rm",8323.52,11.3399455040872,23503.46,913.5,1.24455040871935,1211.3,13.7859463360736,2.59317570218355,22.7066217942318,2.9252717730354,3.31398360456927,1.42530702845889,8.07622087380642,4.02469709102667,1,1,8945.39509536785,0.0431566757493188,15333,3856,15636.2397820163,0.0979504770689804,0.251137370186552,0.734,0.828,0.0211582254763483,0,0,0,5.08239488427367,2.42190594759776,0.744,0.517,0.987,0.005,0.005,0.997,0.01,29,244
"17","Aschbach","BambergLandII","OF","E","Z",1775.4,2.30571428571429,2575.11,216.5,0.281168831168831,255.05,15.1267800801397,2.60579015440976,23.356915766868,2.20984541666179,3.82040174904729,0.239100683986366,8.11323680074982,0.346801037704253,0,0,0,0,0,0,0,0.120181867535288,0.35087248404094,0.77,0.653,0.0261264929424539,0,1,0,4.6024853344441,2.40410982679024,0.582,0.609,0.729,0.211,0.06,0.834,0.105,17,256
"18","Aub","Ochsenfurt","UF","E","Z",4587.99,4.27187150837989,7414.37,303.65,0.282728119180633,446.7,13.7027098975671,3.29640825292338,20.640271988845,3.55729717424413,3.43847556130037,0.513446352144396,7.18188780020652,0.829749243121465,0,0,0,0,0,0,0,0.102070894112312,0.221801701657073,1.074,1.159,0.0405865013982314,0,0,1,6.42611683848797,2.81286750668194,0.718,0.707,0.513,0.018,0.469,0.626,0.113,1,272
"19","Augsburg","Augsburg","SC","HE","A",604428.71,9.84283334418968,941610.6,56753.45,0.924202872589891,62088.25,14.2507725099655,218.636580055627,23.4571190730099,317.480195472256,3.12014923965762,94.8650677737785,8.00960131194872,147.785755222495,0,1,-3068.88499869724,0.0580113177436165,402418,456589,-882.148905680042,0.346420661803022,0.191293428270556,61.408,89.17,1,1,0,0,11.499962066611,8.61734314543661,0.268,0.773,0.498,0.218,0.284,0.805,0.307,234,39
"20","Babenhausen","Illertissen","SC","E","Z",6540.76,3.46989920424403,10144.29,411.05,0.218063660477454,741.85,12.3582995280766,5.74891197452054,19.209219924276,6.28873023419701,2.63258386201207,0.756207655606515,6.10381942227069,1.17282850290985,0,0,0,0,0,0,0,0.106419479800775,0.264562766943876,1.885,2.062,0.10431654676259,0,0,1,5.0796508755558,1.69720590657079,0.64,0.615,0.65,0.038,0.312,0.829,0.179,51,222
"21","BadAibling","RosenheimAibling","OB","E","Rm",14332.08,6.46462787550744,30071.26,1397.35,0.630288678394226,2029.1,14.2927974423545,7.48677507545893,25.1857745440154,10.9616923296976,4.55650443180025,2.38451228317439,12.2884492949852,5.00313205344449,1,1,850.514208389716,0.0243698691926026,33668,12711,9452.86423094271,0.127933305887196,0.234945878297186,2.217,3.246,0.0456360642239605,0,1,1,4.45669086618268,3.17601647967041,0.604,0.509,0.711,0.096,0.193,0.982,0.271,79,194
"23","BadKissingen","Kissingen","UF","Amt","Z",78558.59,20.2836534985799,138229.76,19370.7,5.00147172734315,30539.55,10.9607472555701,10.8047477291147,16.0364400596042,13.2708972237023,2.39364653187257,8.48784255585478,4.62815880387533,14.9349986985967,0,0,0,0,0,0,0,0.0908149591911317,0.239986097539824,3.873,4.757,0.117949811182848,1,0,0,4.49368548876746,2.80212507589557,0.732,0.568,0.63,0.006,0.331,0.788,0.158,152,121
"24","BadReichenhall","Berchtesgaden","OB","V","Z",44260.72,13.4042156268928,111039.02,1447,0.438219261053907,19673.42,8.79499599097823,8.04209204668598,14.2298817926881,10.2121417176724,1.4840262024195,3.59710997486583,3.77254203001624,9.02424466753652,0,0,0,0,0,0,0,0.1635995583364,0.289277104322973,3.302,4.193,0.202551834130782,0,0,1,5.29060642092747,4.76765755053508,0.644,0.526,0.89,0.013,0.097,0.992,0.102,162,111
"25","BadSteben","Naila","OF","E","Z",2216.22,2.67983071342201,7222.57,238,0.287787182587666,595.76,11.684286860438,2.5211231735171,17.3668367031476,2.85036295917593,2.42314051659413,0.353685624585424,5.28579567247083,1.15264693106368,0,0,0,0,0,0,0,0.205099973575266,0.5318296260107,0.827,0.935,0.0364220910772483,0,0,1,1.89867860748935,1.35401027261952,0.321,0.723,0.001,0.201,0.802,0.04,0.039,46,227
"26","BadToelz","BadToelz","OB","E","M",20687.99,5.63551893217107,49667.92,2467,0.672023971669845,5387.41,13.9652185313067,12.3850143560659,24.9006252221852,16.1568601882864,3.91626439262622,3.36083515713195,10.8211650225221,8.06872449752814,0,1,4356.3061836012,0.0227237809861073,63873,12737,13929.7194225007,0.133285612025769,0.256395105020223,3.671,4.789,0.262777380100215,0,1,1,6.76543296089385,2.65328212290503,0.604,0.509,0.711,0.096,0.193,0.982,0.271,73,200
"27","Bamberg","Bamberg","OF","HE","B",216822.16,7.32829147936594,346382.78,26225.53,0.886386926690776,31684.7,13.6042551977811,100.782608430124,21.2796651544926,142.462264926254,2.98028848910326,29.2294718355409,6.68000484816914,46.6953456801941,0,1,-1564.3640788184,0.0496079697164295,192637,184072,289.485246898976,0.193632338527056,0.151093948625595,29.587,41.823,1,1,0,0,9.77081945369753,7.00098347133657,0.582,0.609,0.729,0.211,0.06,0.834,0.105,218,55
"28","Bayreuth","Bayreuth","OF","Amt","Wn",131378.92,5.95228887277999,199344.35,19468.33,0.88203742297934,15198.65,13.1541518661107,76.0794851857997,20.1763156502286,101.293395757299,2.59920979279242,18.6917033856902,5.69046622914305,28.3613646832628,1,1,-1900.31714389271,0.0464583635375136,149185,124799,1104.83870967742,0.23482239942008,0.18303577292204,22.072,29.387,1,1,0,0,6.69731312874061,4.6654357145889,0.452,0.693,0.004,0.078,0.918,0.122,0.118,174,99
"29","Behringersdorf","HersbruckLauf","MF","N","N",665.22,1.88982954545455,1580.26,0,0,92.5,26.5193402761574,1.41256007328644,50.2006238161767,2.28738420958316,21.390807945936,0.144069166181946,57.4079088444246,0.342242777653531,0,1,0,0.00598295454545455,0,0,0,0.10467574873538,0.192860810360035,0.352,0.57,0.00942108503064529,0,0,0,3.74693492612386,3.4954154877921,0.389,0.695,0.016,0.305,0.679,0.16,0.144,36,237
"30","Berchtesgaden","Berchtesgaden","OB","E","Z",19041.64,10.6975505617978,69076,2330.85,1.30946629213483,10831.41,7.99909865778374,3.80194158369884,12.8769445745785,5.62601917497907,1.35564424505739,1.05915172313381,3.34660601990813,3.84220920189601,0,0,0,0,0,0,0,0.1635995583364,0.289277104322973,1.78,2.634,0.109189056557478,0,0,1,5.29060642092747,4.76765755053508,0.644,0.526,0.89,0.013,0.097,0.992,0.102,162,111
"31","Berg","HofLand","OF","E","Z",860.92,1.31639143730887,3051.69,0,0,91.8,12.4149397068643,2.02279135635013,18.3720770726757,2.27641351417996,3.11510613638928,0.155261642959805,6.74064577770988,0.550353578966697,0,0,0,0,0,0,0,0.144042387152421,0.472170280696553,0.654,0.736,0.0268616256622993,0,1,1,2.93246367239102,2.17164795244386,0.321,0.723,0.001,0.201,0.802,0.04,0.039,55,218
"33","Berneck","BayreuthLand","OF","E","Z",7822.52,5.27835357624831,17161.73,484.25,0.326754385964912,774.2,14.7104235987548,5.32574892627712,21.8584876947844,5.27543820767531,4.08657232163216,1.51308681620873,7.69486297153272,3.31954247561321,0,0,0,0,0,0,0,0.0847348433473484,0.258985605373677,1.482,1.468,0.0502509155025092,0,1,0,2.70662998816074,2.30695034473153,0.452,0.693,0.004,0.078,0.918,0.122,0.118,61,212
"35","Bobingen","AugsburgSchwabmuenchen","SC","E","A",3160.23,1.64253118503119,5680.55,232.9,0.121049896049896,238.55,18.7939504442016,6.85743789283999,30.1146423604208,6.59369028157692,9.69635099662543,0.492594026791138,18.2950273324592,0.885443464206212,1,1,-351.444906444906,0.0339682952182952,19953,8906,5741.68399168399,0.127218311343422,0.228660477683687,1.924,1.85,0.0405513636555242,0,1,0,4.07960821710971,2.03655580720785,0.268,0.773,0.498,0.218,0.284,0.805,0.307,7,266
"36","Bodenwoehr","NeunburgOberviechtach","OP","E","Wn",2576.9,2.61880081300813,4764.49,228.35,0.232063008130081,607.65,13.4716433207718,3.28012717345793,20.4471182647365,3.43346645189194,2.49087716356126,0.331681123924396,5.38182847990897,0.613252900045227,1,1,1921.62601626016,0.0535182926829268,23104,16234,6981.70731707317,0.0901787032934574,0.297116636362147,0.984,1.03,0.029065130704475,0,0,1,2.37136898992569,1.99474256175287,0.769,0.447,0.869,0.012,0,0.996,0.127,16,257
"37","Bogen","Bogen","NB","E","Z",5343.49,3.81405424696645,9593.08,402.3,0.287152034261242,533.25,12.2926224508839,4.64864462497714,18.5970951549674,4.51260291932114,2.10180855837373,0.688531083306364,4.57672215338885,1.23610856661931,0,0,0,0,0,0,0,0.072289156626506,0.228710502889265,1.401,1.36,0.0440718487527132,0,0,0,31.1781840718934,22.2568949488689,0.75,0.419,0.934,0.04,0.014,0.988,0.0539999999999999,25,248
"38","Brannenburg","RosenheimAibling","OB","E","Rm",4838.45,11.2784382284382,7324.89,671.65,1.56561771561772,838.65,12.1458246079239,1.29274097065399,20.8331983221854,1.28671420622204,3.04176149389832,0.583821012967406,7.94329641202045,0.883841870779861,1,1,7911.11888111889,0.121470862470862,17496,4475,30351.9813519814,0.127933305887196,0.234945878297186,0.429,0.427,0.00883079456566488,0,1,1,4.45669086618268,3.17601647967041,0.604,0.509,0.711,0.096,0.193,0.982,0.271,63,210
"39","Breitenberg","PassauWegscheid","NB","E","Z",3489.85,3.38163759689922,396.85,229.35,0.222238372093023,302.8,8.1897473265526,2.45799005242168,12.2950758148146,2.02927085723185,1.11971555158624,0.304076220795903,2.50584200735276,0.0345781762032334,0,0,0,0,0,0,0,0.0935147295884927,0.1894220982536,1.032,0.852,0.0182813413402774,0,1,1,3.74274140269133,1.74938280190549,0.72,0.457,0.765,0.029,0.206,0.987,0.222,17,256
"41","Bruck","Friedberg","OB","E","Z",12059.31,3.67774016468436,26036.49,856.8,0.261299176578225,1546.35,19.7452274422108,11.4907860001356,37.03371929909,13.6880177238578,8.48197789825911,1.58856733190991,24.3049213909898,3.42977479238855,0,0,0,0,0,0,0,0.089539989330707,0.221804206346585,3.279,3.906,0.134556198448849,0,0,0,4.04979963428394,2.24378477220558,0.637,0.58,0.828,0.082,0.088,0.971,0.143,147,126
"42","Bruckmuehl","RosenheimAibling","OB","E","Rm",2223.91,1.63043255131965,10285.34,314.05,0.230241935483871,680.91,14.9928917410991,4.6575452029722,26.95780304241,7.36192628856897,4.94653722086265,0.358680730139071,13.5580441925395,1.65885906395879,1,1,-1221.23167155425,0.0201202346041056,13020,2746,7532.25806451613,0.127933305887196,0.234945878297186,1.364,2.156,0.0280773981062165,0,1,1,4.45669086618268,3.17601647967041,0.604,0.509,0.711,0.096,0.193,0.982,0.271,18,255
"43","Brueckenau","Brueckenau","UF","E","Z",9242.43,5.58792623941959,20472.8,832.55,0.503355501813785,2126.75,9.08677248226599,3.85160681213116,13.4583395730748,3.78873294034909,1.65565593468747,0.579641924152459,3.29435994601085,1.28395813490483,0,0,0,0,0,0,0,0.0719367015098722,0.240177473311784,1.654,1.627,0.120063879210221,0,0,1,3.20687336570788,2.83093014568547,0.732,0.568,0.63,0.006,0.331,0.788,0.158,113,160
"44","Buchloe","KaufbeurenLand","SC","V","K",9194.57,5.72157436216553,14906.04,1162.75,0.723553204729309,1581.75,15.2338343719107,6.23884624942983,24.7823047800882,7.54329698982088,6.18704434466765,3.31673635514194,18.0554118504046,5.37702195743791,1,1,21.6428126944621,0.0469676415681394,27535,6680,12977.5980087119,0.0777719888220528,0.206043270133971,1.607,1.943,0.0761142424098896,0,1,0,5.36703386744355,2.39912600145666,0.702,0.682,0.691,0.039,0.269,0.971,0.28,34,239
"45","Burgau","GuenzburgLand","SC","E","A",7983.83,3.6893853974122,13355.94,483.3,0.223336414048059,673.4,14.1598742307712,7.08094937667016,21.7672159123307,6.65229671107691,3.49228598711407,1.08783386702752,7.29887802116497,1.81980877072626,1,1,9609.73197781885,0.0139436229205176,12230,5072,3307.76340110906,0.104289716156468,0.226564147221557,2.164,2.033,0.0730365520267306,0,1,1,4.67691788905749,2.82893272635306,0.693,0.569,0.794,0.02,0.186,0.92,0.126,3,270
"46","Burgebrach","BambergLandII","OF","E","Z",3454.69,3.69090811965812,4175.59,259.65,0.277403846153846,270,16.0679948355675,3.187299553987,24.9307545839628,3.12260009722871,5.06229387688162,0.456306092716277,10.1983532497334,0.55152478447709,0,0,0,0,0,0,0,0.120181867535288,0.35087248404094,0.936,0.917,0.0317589576547231,0,1,0,4.6024853344441,2.40410982679024,0.582,0.609,0.729,0.211,0.06,0.834,0.105,24,249
"47","Burghausen","Altoetting","OB","E","Z",13927.44,4.0078964028777,21053.09,1133.6,0.326215827338129,1364.5,11.0154005948908,10.5768000592229,17.3877783291708,9.27714721741333,2.07719640399407,1.69877527060291,4.60509287226886,2.56791403601649,0,0,0,0,0,0,0,0.114092055485498,0.193247292674625,3.475,3.048,0.109552332912989,0,0,1,4.54584513839161,2.81746007036334,0.644,0.526,0.89,0.013,0.097,0.992,0.102,32,241
"48","Burgkundstadt","Lichtenfels","OF","E","B",11527.71,9.21479616306954,16893.54,685.25,0.547761790567546,750.7,13.4123614894672,4.34446031020953,20.0516257840878,5.04943668348893,3.6044879423594,2.29256988934008,7.2516786364759,3.35969773080362,1,1,-2704.16466826539,0.0447609912070344,12807,5402,5919.26458832934,0.149602338813618,0.421759668540416,1.251,1.454,0.0393260193014995,0,0,1,3.32799777082882,1.69704944425524,0.611,0.672,0.453,0.29,0.034,0.649,0.196,75,198
"49","Burglengenfeld","Burglengenfeld","OP","E","Z",6051.05,1.82260542168675,9890.56,353.95,0.106611445783133,506,15.7432810638233,13.2308761804428,23.8407623766909,12.1947232265527,4.21966456854848,2.22744767829283,9.30609718211389,3.64080695234975,0,0,0,0,0,0,0,0.128177458033573,0.400253487380346,3.32,3.06,0.132693844924061,1,0,0,4.02235567609454,3.16997287872917,0.52,0.516,0.741,0.124,0.132,0.939,0.198,60,213
"50","Buttenheim","BambergLandI","OF","N","Z",1032.47,1.36932360742706,2452.67,0,0,185.1,17.2560652218806,2.71271618917971,27.4054073523701,2.61197871796349,5.81630636680854,0.163499511309353,12.282242124218,0.388399029902187,0,0,0,0,0,0,0,0.0664834544290931,0.233514336230135,0.754,0.726,0.0283853480405075,0,1,0,3.53465384468028,1.5147312363511,0.582,0.609,0.729,0.211,0.06,0.834,0.105,51,222
"51","Cadolzburg","FuerthLand","MF","E","Z",1804.48,1.45875505254648,4144.83,0,0,232.7,23.3307444045177,4.82007711350252,41.1101617655543,5.82149976359964,14.0439636442005,0.376237233967699,34.6224121831021,0.864204299557954,0,0,0,0,0,0,0,0.108162166320486,0.249053583633292,1.237,1.494,0.0475805831217786,0,1,0,5.45277643064985,2.7386639185257,0.389,0.695,0.016,0.305,0.679,0.16,0.144,73,200
"52","Cham","Cham","OP","E","Wn",16064.76,4.66321044992743,30665.18,1226.85,0.356124818577649,2995.55,11.6510171219906,10.511930621032,17.5836336056779,12.4312352249882,1.81020920488147,1.65528116849151,3.89733976194286,3.15967963308525,0,1,3994.69956458636,0.043099564586357,61108,23055,11045.8635703919,0.0844652908067542,0.200291337148659,3.445,4.074,0.129268292682927,0,0,1,2.69548528605374,2.24426978614513,0.769,0.447,0.869,0.012,0,0.996,0.127,61,212
"53","Dachau","Dachau","OB","E","I",9615.36,3.10072879716221,21026.88,682.65,0.220138664946791,213.41,22.9444432851118,11.0201082202386,45.2035559979688,17.9640912780736,13.0939682832875,1.35605408600214,39.7173102345456,2.96542059162389,1,1,-2326.61077071912,0.0319896807481458,19929,3863,5180.90938406966,0.0942152466367713,0.26565951491801,3.101,5.055,0.139058295964126,0,0,0,6.04045231491359,2.77725624066567,0.637,0.58,0.828,0.082,0.088,0.971,0.143,101,172
"55","Deggendorf","Deggendorf","NB","E","Rm",31351.66,5.03560231288146,56464.1,2720.45,0.436949887568262,3897.9,11.2963123346182,20.2923077826175,16.9996262967025,22.1989894486682,1.93713427815058,4.51943719430278,4.19628793992983,8.139471839221,0,1,1520.07388371346,0.0406177320912303,69817,87105,-2776.74269193704,0.187279151943463,0.183519912768889,6.226,6.811,1,1,0,0,4.52850636092351,3.16993874666248,0.74,0.327,0.97,0.006,0.024,0.996,0.0259999999999999,73,200
"57","Dettelbach","KitzingenLand","UF","E","Wg",8534.7,3.84966170500677,12925.49,404.45,0.182431213351376,696.05,15.6383901282342,7.3294763074892,23.1295284275754,6.82695921288462,6.27132175889831,1.37061835792964,13.0134874357939,2.07575121319272,1,1,-791.619305367614,0.00978033378439332,8085,5767,1045.55705908886,0.102496429236788,0.18247027536115,2.217,2.065,0.0688381047009874,0,1,0,5.10112253560985,3.76313555324969,0.718,0.707,0.513,0.018,0.469,0.626,0.113,34,239
"58","Diessen","LandsbergLand","OB","E","Z",4870.01,4.14821976149915,14267.69,289.9,0.246933560477002,1055.15,15.4868867633896,4.16867409844131,27.0279106992093,5.12739812448829,4.55855969554789,0.819458575984089,12.2362912836493,2.40077144194415,0,0,0,0,0,0,0,0.0830177045714789,0.249677128255503,1.174,1.444,0.0517043953140139,0,1,0,5.51173026981821,3.41449887759144,0.684,0.517,0.744,0.033,0,0.986,0.242,32,241
"59","Dietmannsried","KemptenLand","SC","E","K",2138.52,3.61847715736041,6787.68,222.15,0.375888324873096,819.1,12.1722386592497,1.77410796951413,18.8334772512945,2.58161227374307,3.99201371783562,0.300723809311016,9.330398805064,0.954499834457568,1,1,-4158.78172588833,0.0421455160744501,4378,941,5815.5668358714,0.11750322175594,0.227600192089797,0.591,0.86,0.0195287975415524,0,1,1,3.80278315665102,3.27171879615347,0.597,0.814,0.505,0.004,0.491,0.902,0.397,21,252
"60","Dillingen","Dillingen","SC","E","A",29903.29,5.48482942039618,39149.69,1573.05,0.288527146001467,2555.7,14.5991936025383,18.1753831568609,22.3341290828654,20.2622851847763,3.62927603516153,4.76130024983134,7.66159040292527,6.23354248906456,0,1,-1051.698459281,0.0163573000733676,56261,18132,6993.58033749083,0.137197358767425,0.230738877985329,5.452,6.078,1,1,0,1,5.19976117366087,2.59979529170931,0.693,0.569,0.794,0.02,0.186,0.92,0.126,61,212
"61","Dingolfing","Dingolfing","NB","E","Rg",11540.72,3.29640674093116,17780.74,523,0.149385889745787,922.15,13.3439407323392,12.444340199882,20.6799247446559,12.0853346699796,2.61124390981007,1.73398201661524,5.87747785973596,2.67153898561886,1,1,-566.446729505855,0.00867809197372179,13732,3442,2939.16023993145,0.0947732718076138,0.207997871957808,3.501,3.4,0.155337651965569,0,0,0,4.17484489565708,2.86806369039872,0.665,0.622,0.8,0.026,0.174,0.988,0.188,17,256
"62","Dinkelsbuehl","Dinkelsbuehl","MF","E","A",15374.36,2.90850548618994,30978.68,824.7,0.156015891032917,1363.75,13.3504994767211,16.1644384361375,20.6406642556388,13.9841046099994,2.60028447084559,1.48236392222525,5.61714505748066,2.98690011097443,0,1,-352.245554294362,0.0104218690881574,21393,5363,3032.53878168748,0.199772985244041,0.271112697265629,5.286,4.573,1,1,0,1,5.50591914228278,0.529372347554166,0.769,0.608,0.155,0.037,0.343,0.2,0.045,36,237
"63","Donauwoerth","Donauwoerth","SC","Amt","A",38076.95,9.87216748768473,103440.51,1481.85,0.384197562872699,2321.9,15.2371574137729,13.0326175472078,23.8231639022667,14.7558830253193,3.42731219800013,4.58558090698027,7.26268248926478,12.4572694941244,0,1,-183.676432460461,0.0418662172673062,38303,22702,4044.85351309308,0.192636764324605,0.324540013569449,3.857,4.367,1,1,0,0,4.66657616073853,3.46999728482216,0.696,0.654,0.607,0.01,0.378,0.688,0.0809999999999999,61,212
"64","Dorfen","Erding","OB","E","M",6822.44,3.95733178654292,15565.18,473.4,0.274593967517401,1235.35,15.2416887851453,6.23420205185761,25.8529856233819,8.12182007451984,3.98263767348724,1.11408573053335,10.3429498420271,2.54175118156893,1,1,-326.281902552204,0.032008120649652,31800,4633,15758.120649652,0.08819992680504,0.236383225393193,1.724,2.246,0.045067182516861,0,0,0,5.33105196451204,3.71330798479087,0.744,0.517,0.987,0.005,0.005,0.997,0.01,39,234
"65","Ebrach","BambergLandII","OF","E","Z",3135,2.99713193116635,5128.54,248.65,0.237715105162524,304.65,14.5196986026367,3.50317142869759,21.9999840127982,4.69880450713453,3.63042899640382,0.437305339430566,7.50875638705116,0.715386898080777,0,0,0,0,0,0,0,0.120181867535288,0.35087248404094,1.046,1.403,0.0354913137893594,0,1,0,4.6024853344441,2.40410982679024,0.582,0.609,0.729,0.211,0.06,0.834,0.105,32,241
