"","Town","County","BezirkNR","Bezirk","Y1840","Y1875","Y1880","Y1885","Y1890","Y1895","Y1900","Y1905","Y1910","Region","Longitude","Latitude","NNID","NameGNU","PostOffice","PostRevenues","PostBahn","Bahnbezirk","RankRailWeight","TotalRailWeight","SentRailWeight","RankRailRevenues","RailRevenues","CollectedNachnahme","PaidOutNachnahme","TelegraphRevenues","Post_1900","Telegraph_1900","Y1896","InstallTime","Install1896","Install1900","MainLines1896","MainLines1900","MainLines1905","Lines1896","Lines1900","Lines1905","Government1896","Government1900","Government1905","Public1896","Public1900","Public1905","Privat1896","Privat1900","Privat1905","Participants1896","Participants1900","Participants1905","Gov1896","Gov1900","Gov1905","Pub1896","Pub1900","Pub1905","Penetration1896","Penetration1900","Penetration1905","LocalCalls1896","LocalCalls1900","DistanceCalls1900","EmpRatio82","EmpRatio95","EmpRatio07","IndexDisSim82","IndexDisSim95","IndexDisSim07","PopShare1880","PopShare1896","PopShare1900","PopShare1905","City","Fringe","Border","StateTax","LocalTax","Agriculture","Catholics","Participation","Zentrum","Socialist","Liberal","DifCatholicsZentrum","PostRevenues_pc","TelegraphRevenues_pc","Nachnahme","RailStation","RailWeight","MA_Pop_Out_1880","MA_Pop_Out_1896","MA_Pop_Out_1900","MA_Pop_Out_1905","MA_Post_Out_1880","MA_Post_Out_1900","MA_Pop_In_1880","MA_Pop_In_1896","MA_Pop_In_1900","MA_Pop_In_1905","MA_Post_In_1880","MA_Post_In_1900"
"324","Volkach","Gerolzhofen",167,"Gerolzhofen",1.895,1.892,1.966,1.968,1.914,1.916,1.899,1.919,1952,"UF",10.22611,49.86555,"DEBKGGND000004N2","Volkach","E",5772.54,0,"Z",0,0,0,0,0,0,0,258.55,9640.27,383.5,1.9126,17,0,0,0,0,24,0,0,45,0,0,2,0,0,12,0,0,31,0,0,24,0,0,0.0444444444444444,0,0,0.266666666666667,0,0,0.0125065138092757,0,0,0,0.0810669456066946,0.0990060668645927,0.104891724671307,0.23231771919752,0.169129039278205,0.220579114867165,0.0604848634014275,0.0618303859558539,0.0623235969806367,0.0618393915957721,0,0,0,4.49053730693931,1.52925821187731,0.718,0.626,0.707,0.513,0.018,0.469,0.113,2.93618514750763,0.131510681586979,0,0,0,14.5868223456521,19.2413324703714,21.5961699335923,23.5949758661248,4.54624951963302,9.19761720557561,0.699832308541695,0.869531223762688,0.953872983183041,1.03875951735281,95.02854241873,205.222000640889
"325","Waging","Laufen",68,"Laufen",0.607,0.8,0.869,0.831,0.829,0.865,0.921,1.021,1014,"OB",12.73388,47.93305,"DEBKGGND00000EKO","Waging a. See","E",3176.58,0,"Z",0,0,0,0,0,0,0,333.45,6493.31,423.65,0.8762,9,0,0,0,0,7,0,0,12,0,0,3,0,0,3,0,0,6,0,0,7,0,0,0.25,0,0,0.25,0,0,0.00685602350636631,0,0,0,0.122575077666552,0.124808300975626,0.134575691454856,0.224673515597105,0.197806908089121,0.194740810011957,0.029996548153262,0.028224622312135,0.0288533834586466,0.030105561125199,0,0,1,4.2676810753642,1.98239568762581,0.644,0.992,0.526,0.89,0.013,0.097,0.102,3.65544303797468,0.383716915995397,0,0,0,10.7249441439912,15.3070841903943,17.2214054162271,18.7295791273562,2.52814169003405,5.87244782011069,0.377881868317767,0.518286250825723,0.578970517230515,0.629757757328222,69.8453852097593,169.144921652364
"327","Waldkirchen","Wolfstein",49,"Wolfstein",1.078,1.318,1.336,1.3,1.281,1.377,1.467,1.524,1519,"NB",13.6025,48.72861,"DEBKGGND00000OM9","Waldkirchen","E",5302.65,0,"Z",0,0,0,0,0,0,0,733.6,11069.85,1032.25,1.395,53,0,0,0,0,31,0,0,53,0,0,4,0,0,10,0,0,39,0,0,31,0,0,0.0754716981132075,0,0,0.188679245283019,0,0,0.0203412073490814,0,0,0,0.0606262713842665,0.0614288664051208,0.090219613532942,0.230180683643183,0.217549567030561,0.2358063675544,0.0445526394771067,0.0473879826553789,0.0492893861505897,0.0502539075380861,0,0,1,2.8986025788159,1.98508067238237,0.72,0.987,0.457,0.765,0.029,0.206,0.222,3.9690494011976,0.549101796407186,0,0,0,9.21314109235616,12.316214640307,13.6726668996257,14.8394889571029,1.53674715795992,3.31201710434693,0.305650814208211,0.370876839278426,0.397631434556259,0.429386469830537,53.8858094499871,124.355796612318
"329","Waldmuenchen","Waldmuenchen",120,"Waldmuenchen",2.302,2.759,2.953,2.978,2.961,2.923,2.817,2.87,2884,"OP",12.70555,49.37555,"DEBKGGND000000W8","Waldmünchen","E",7631.25,0,"Z",0,0,0,0,0,0,0,579,12097.17,869.1,2.9018,51,0,0,0,0,5,0,0,9,0,0,3,0,0,1,0,0,5,0,0,5,0,0,0.333333333333333,0,0,0.111111111111111,0,0,0.00174216027874564,0,0,0,0.0981558238721692,0.0906253824501285,0.10505101398161,0.313038603533078,0.213579383242561,0.190860585370506,0.177389319396888,0.178864276098397,0.178234735843088,0.180753243481547,0,0,1,2.36360377583941,1.58561357390369,0.769,0.996,0.447,0.869,0.012,0,0.127,2.58423636979343,0.196071791398578,0,0,0,11.0137360889304,14.8551187457632,16.6876948912528,18.1889460644187,1.63750695209505,3.51263597445238,0.323119398076346,0.411530460380459,0.454560401854078,0.492893651024824,64.5445355598835,146.92645574434
"330","Waldsassen","Tirschenreuth",118,"Tirschenreuth",2.279,2.559,2.769,2.862,3.105,3.613,3.86,4.457,4889,"OP",12.30527,50.00305,"DEBKGGND00000DO6","Waldsassen","E",8313.44,0,"Z",0,0,0,0,0,0,0,390,18292.42,1079.9,3.6624,50,0,0,0,0,23,0,0,35,0,0,4,0,0,3,0,0,28,0,0,23,0,0,0.114285714285714,0,0,0.0857142857142857,0,0,0.00516042180839129,0,0,0,0.0922341006131818,0.147145837874872,0.183891196351494,0.265378635881449,0.303121890534938,0.418959014875956,0.0888953096407589,0.112515960262838,0.113803879945752,0.120992480386568,0,0,1,3.20031111255145,1.38059435460349,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,3.002325749368,0.140845070422535,0,0,0,11.3491464052723,15.0482789180408,17.0047219630965,18.7432929075904,1.88260005241929,4.19765148297753,0.422392145441925,0.525688277604177,0.589179676643526,0.661712947298316,63.72449084455,144.139889510352
"331","Wasserburg","Wasserburg",78,"Wasserburg",2.293,3.633,3.655,3.664,3.513,3.611,3.745,3.925,4005,"OB",12.23222,48.06083,"DEBKGGND000008VB","Wasserburg a. Inn","E",13658.12,1,"Rm",468,12726.05,9372.56,473,0.00815266757865937,38341,8843,1327.4,30761.69,1925.6,3.6378,63,0,1,0,13,26,0,16,38,0,4,9,0,2,4,0,10,25,0,13,26,0,0.25,0.236842105263158,0,0.125,0.105263157894737,0,0.00347129506008011,0.00662420382165605,0,1155,1494,0.0989640463132236,0.103811376902827,0.107053699474159,0.246266981666838,0.16992642624178,0.170294136765635,0.111365021328458,0.103324939910725,0.103601859024012,0.104238593509322,0,0,0,5.43878791472707,3.05814332730453,0.744,0.997,0.517,0.987,0.005,0.005,0.01,3.7368317373461,0.363173734610123,8070.58823529412,1,1646.80437756498,13.6583011244514,20.6941596304649,23.4453531326753,25.4325393728754,3.3854491210361,8.90876058354996,0.493925976766431,0.772919587775455,0.87644637427915,0.947280217731503,91.9281603324459,233.942137490819
"332","Wegscheid","Wegscheid",41,"PassauWegscheid",1.037,1.316,1.286,1.268,1.307,1.267,1.17,1.178,1172,"NB",13.78833,48.60111,"DEBKGGND00000XGD","Wegscheid","E",5121.07,0,"Z",0,0,0,0,0,0,0,586.45,9324.69,525.35,1.2476,31,0,0,0,0,3,0,0,4,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0.25,0,0,0.25,0,0,0.00254668930390492,0,0,0,0.0935147295884927,0.117205862021291,0.119464876339043,0.1894220982536,0.210254654934433,0.253297172074002,0.0227808187631751,0.02189617033043,0.0199842858606907,0.019384245775123,0,1,1,3.74274140269133,1.74938280190549,0.72,0.987,0.457,0.765,0.029,0.206,0.222,3.98216951788491,0.456026438569207,0,0,0,8.24292047106496,11.1123987414002,12.370681883771,13.4266034422438,1.14693407968231,2.52448141931966,0.228870887740598,0.280067944233947,0.302012130167253,0.324594701220118,48.7184658393541,113.40240553778
"333","Weiden","Weiden",112,"NeustadtWN",2.284,4.172,4.858,8.549,5.818,6.963,9.959,12.418,14921,"OP",12.16,49.67583,"DEBKGGND00000N0L","Weiden i.d. OPf.","E",26582.79,0,"Wn",540,32579.12,10131.8,582,0.0577074927953891,81560,73961,2896,63708.12,5193.55,7.5622,99,0,1,0,30,60,0,43,102,0,11,25,0,3,7,0,29,70,0,30,59,0,0.255813953488372,0.245098039215686,0,0.0697674418604651,0.0686274509803922,0,0.00301235063761422,0.00483169592526977,0,23231,753,0.0987662829967606,0.134860538675357,0.269453308552793,0.243072801178481,0.217708994124632,0.32880504195767,0.167413329657454,0.222467171475127,0.286005571350622,0.435459550443595,1,0,1,3.20027103854036,1.76429563032987,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,5.47196171263895,0.596130094689173,1564.22396047756,1,-2535.10086455331,12.3889558300924,16.6780635833612,18.8449645172386,20.6202605667358,2.00003603142681,4.34478493790568,0.384623233749043,0.497513111748228,0.557249469936156,0.612412757841252,72.3981489815456,163.814203684153
"334","Weiler","Lindau",149,"LindauLand",0.596,0.881,0.902,0.938,1.017,1.1,1.183,1.283,1416,"SC",10.26777,47.47166,"DEBKGGND00000WA0","Weiler","E",8024.3,0,"Z",0,0,0,0,0,0,0,503.5,14665.52,799.95,1.1166,73,0,1,0,22,40,0,34,57,0,4,6,0,5,6,0,25,45,0,22,40,0,0.117647058823529,0.105263157894737,0,0.147058823529412,0.105263157894737,0,0.0185967878275571,0.0311769290724864,0,24828,8842,0.113131603536261,0.239806704922984,0.24551100725618,0.255051979451678,0.239849137082834,0.261930944410899,0.0324157262991447,0.0664451827242525,0.0397139787834027,0.0394477923994589,0,1,1,4.53083700440529,4.78646161107615,0.597,0.902,0.814,0.505,0.004,0.491,0.397,8.89611973392461,0.55820399113082,0,0,0,9.82347117608562,13.603173840528,15.2420878527784,16.5514485897088,2.82431160993833,6.77394686929313,0.508376273009415,0.626809429478576,0.695882572791349,0.746156147134516,62.5009047112844,151.525686357059
"335","Weilheim","Weilheim",79,"Weilheim",2.247,3.858,3.829,3.884,3.939,4.047,4.466,4.902,5249,"OB",11.14166,47.84055,"DEBKGGND00000FNV","Weilheim i. OB","E",16367.08,1,"M",478,13968.77,8962.91,511,0.0192517628623661,28803,15479,1345.6,35680.85,2152.95,4.1308,75,0,1,0,23,81,0,31,109,0,6,17,0,3,8,0,22,84,0,23,74,0,0.193548387096774,0.155963302752294,0,0.0967741935483871,0.073394495412844,0,0.0051500223914017,0.0165238678090575,0,3698,29125,0.146909785678684,0.169627795125803,0.165182776748002,0.348074250184175,0.354002643083017,0.303269776093801,0.159038046187074,0.145256810595456,0.147188715312109,0.148956212586223,0,0,0,5.67373880245167,2.62281942479962,0.684,0.986,0.517,0.744,0.033,0,0.242,4.2745050927135,0.351423348132672,3479.75972838861,1,1033.44215199791,14.0256071680336,21.5484956348941,24.4474970732382,26.542024917269,3.68211117149555,10.1087469003447,0.525520215050918,0.84446701496456,0.96171647962956,1.04417666797708,96.3230982560525,249.135374573985
"336","Weismain","Lichtenfels",93,"Lichtenfels",1.264,1.171,1.23,1.189,1.13,1.105,1.047,1.011,992,"OF",11.24138,50.085,"DEBKGGND00000S4R","Weismain","E",3901.5,0,"Z",0,0,0,0,0,0,0,160.55,6202.07,244,1.0934,32,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0.0019782393669634,0,0,0,0.149602338813618,0.196166749502982,0.236363636363636,0.421759668540416,0.413546452583065,0.403859186126387,0.0386658702964383,0.0343252982107356,0.0317985786308692,0.0297922498894946,0,0,1,3.32799777082882,1.69704944425524,0.611,0.649,0.672,0.453,0.29,0.034,0.196,3.1719512195122,0.130528455284553,0,0,0,13.8149975301721,18.4422382726369,20.854906733432,22.839146691209,3.84840978003595,7.58252248325079,0.590152857024215,0.752412944266292,0.838109703138725,0.917446620600698,86.6162855344643,187.813129669489
"337","Weissenburg","Weissenburg",9,"Weissenburg",4.927,5.203,5.737,6.025,6.112,6.315,6.55,6.709,7189,"MF",10.97166,49.03277,"DEBKGGND00000F4H","Weißenburg i. Bay.","E",24151.05,0,"I",471,12981.88,5741.23,540,0.0198138399860554,20065,13927,1588.3,51822.91,3775.4,6.362,73,0,1,0,17,48,0,31,99,0,6,13,0,7,29,0,18,57,0,17,48,0,0.193548387096774,0.131313131313131,0,0.225806451612903,0.292929292929293,0,0.00259541984732824,0.00715456849008794,0,5918,9338,0.289175527279066,0.330641330166271,0.362050976300492,0.303167631743553,0.316387278772199,0.317362334014492,1,1,1,1,1,0,0,6.26522821576763,0,0.668,0.657,0.739,0.625,0.008,0.332,0.032,4.20970019173784,0.276852013247342,1069.89715879379,1,-261.35959560746,16.3688359599637,22.694799092968,25.963853096206,28.3479316078828,3.87445446343749,8.75363038117792,0.643716289318233,0.864508260521917,0.988433566393519,1.0803341520888,103.674074320345,240.333712694119
"338","Weissenstadt","Wunsiedel",100,"Wunsiedel",2.371,2.711,2.745,2.669,2.596,2.456,2.655,2.82,2869,"OF",11.88472,50.10138,"DEBKGGND000007AV","Weißenstadt","E",5253.81,0,"Z",0,0,0,0,0,0,0,263.4,6740.04,548.95,2.4958,93,0,1,0,5,9,0,9,19,0,1,3,0,1,2,0,7,14,0,5,9,0,0.111111111111111,0.157894736842105,0,0.111111111111111,0.105263157894737,0,0.00188323917137476,0.00319148936170213,0,712,9448,0.153962245478612,0.256843882720156,0.318452318368205,0.339639429137599,0.357055899515522,0.436961890605997,0.0679136049877533,0.0628357979839329,0.0612711160343395,0.059299758174745,0,0,1,2.65138676911741,2.10199463186148,0.452,0.122,0.693,0.004,0.078,0.918,0.118,1.91395628415301,0.0959562841530055,0,0,0,13.9533225905451,18.0398547690111,20.31622598871,22.3576706321247,3.21876297212854,6.67422508946034,0.750281071254024,0.854623362151588,0.946714020477616,1.04900042250436,76.6285179599734,169.014827587215
"339","Weitnau","Kempten",147,"KemptenLand",1.547,1.589,1.627,1.636,1.677,1.731,1.719,1.693,1760,"SC",10.12694,47.64055,"DEBKGGND00000OZM","Weitnau","E",2187.4,0,"Z",0,0,0,0,0,0,0,275.9,3372.7,313.35,1.7286,53,0,0,0,0,25,0,0,30,0,0,3,0,0,2,0,0,25,0,0,24,0,0,0.1,0,0,0.0666666666666667,0,0,0.0147666863555818,0,0,0,0.11750322175594,0.141131297995879,0.208905321952563,0.227600192089797,0.231513974813511,0.235247441571474,0.0537620196279285,0.0540363363925829,0.0515395916409319,0.0665932423396137,0,1,1,3.80278315665102,3.27171879615347,0.597,0.902,0.814,0.505,0.004,0.491,0.397,1.34443761524278,0.169575906576521,0,0,0,10.0630667565506,14.0086798253377,15.6459854387644,17.0289122514317,2.50218207987678,5.84420232753952,0.374485661223798,0.490902917840138,0.537154835232269,0.585037952419319,66.1241805930115,158.538445425467
"340","Wendelstein","Schwabach",23,"SchwabachLand",1.307,1.339,1.347,1.394,1.433,1.718,1.6,1.6,1628,"MF",11.14555,49.355,"DEBKGGND00000QIN","Wendelstein","E",1134.52,0,"Z",0,0,0,0,0,0,0,153.65,4217.54,184.35,1.6944,148,1,1,8,12,14,9,15,18,2,1,1,1,2,2,6,12,15,8,12,14,0.222222222222222,0.0666666666666667,0.0555555555555556,0.111111111111111,0.133333333333333,0.111111111111111,0.00472143531633617,0.0075,0.00875,3412,7794,32582,0.117206586921344,0.150719932666005,0.171689158279963,0.313934811789662,0.287041750715625,0.180681987901813,0.0427388393565377,0.05164276911053,0.0474819716888744,0.0457456541628545,0,1,0,2.89691914271797,2.09282148075986,0.597,0.138,0.654,0.002,0.078,0.839,0.136,0.842256867112101,0.114068299925761,0,0,0,24.4015933676538,36.3855898038502,44.8474317684562,49.6449003907934,15.7865635177146,42.045855331367,2.01947927201797,3.23737472890879,4.24768863366423,4.74580740547121,172.613688836121,430.762560786619
"341","Werneck","Schweinfurt",181,"SchweinfurtLand",0.44,1.149,1.214,1.235,1.303,1.428,1.568,1.818,2017,"UF",10.09972,49.9825,"DEBKGGND000003WO","Werneck","E",5070.38,0,"Z",0,0,0,0,0,0,0,356.45,7727.87,439.5,1.456,23,0,0,0,0,1,0,0,22,0,0,1,0,0,10,0,0,11,0,0,9,0,0,0.0454545454545455,0,0,0.454545454545455,0,0,0.00055005500550055,0,0,0,0.0741901776384535,0.0977201663580341,0.127357032457496,0.25283096148875,0.230382962382852,0.290244731200165,0.0362442155545604,0.043350232233387,0.0462046204620462,0.0510889419699311,0,1,0,5.11607197130873,2.26585010029785,0.684,0.694,0.747,0.509,0.119,0.367,0.185,4.17658978583196,0.293616144975288,0,0,0,13.679142665811,17.8623414213708,19.9839749223018,21.9020355904731,4.64660337788553,9.03288990223794,0.665837071284736,0.81159399422699,0.889457131450095,0.982124494161358,90.6580027702611,192.77936479718
"342","Wertingen","Wertingen",157,"Wertingen",1.651,1.778,1.878,1.872,1.824,1.866,1.822,2.026,2146,"SC",10.68222,48.56194,"DEBKGGND00000S4Q","Wertingen","E",6154.04,0,"Z",0,0,0,0,0,0,0,317.55,10810.68,462.65,1.8572,31,0,0,0,0,12,0,0,23,0,0,3,0,0,10,0,0,10,0,0,12,0,0,0.130434782608696,0,0,0.434782608695652,0,0,0.00592300098716683,0,0,0,0.0841903719912473,0.0920149213385954,0.121277719112988,0.235787187547608,0.174932107423199,0.239937048165812,0.1027352297593,0.100881223982267,0.0999287007075084,0.106969376979937,0,0,0,4.80768413221384,1.64959081730258,0.268,0.805,0.773,0.498,0.218,0.284,0.307,3.27691160809372,0.16908945686901,0,0,0,15.6444008197147,21.8346739727627,24.4051787634168,26.4382801164298,4.37497614605412,8.95251832504628,0.628418072729029,0.843720851390899,0.922736226965855,0.990925709982352,104.77045347051,235.449694912054
"343","Wilhermsdorf","NeustadtAisch",19,"NeustadtAisch",1.172,1.326,1.351,1.304,1.232,1.298,1.398,1.448,1419,"MF",10.71416,49.48222,"DEBKGGND00000NAQ","Wilhermsdorf","E",2000.7,0,"Z",0,0,0,0,0,0,0,198.5,11291.43,373.7,1.318,36,0,0,0,0,13,0,0,23,0,0,3,0,0,7,0,0,13,0,0,13,0,0,0.130434782608696,0,0,0.304347826086957,0,0,0.00897790055248619,0,0,0,0.09262492474413,0.103460801796447,0.134937066614085,0.187112810934702,0.136070660993727,0.169421118687871,0.0406682721252258,0.0428637474407239,0.0470707070707071,0.047586184232147,0,0,0,3.78707142637896,2.63657570827834,0.751,0.101,0.6,0.066,0.056,0.878,0.035,1.48090303478905,0.146928201332346,0,0,0,18.8077438330278,26.415703590174,31.0516413701574,34.0811230862674,6.60381462698562,15.6987784309913,1.01394232597506,1.43206543478099,1.72530284083284,1.89692708971413,123.570127495933,288.933676279594
"344","Windischeschenbach","NeustadtWaldnaab",112,"NeustadtWN",0.946,1.21,1.298,1.41,1.532,1.576,1.662,1.93,2113,"OP",12.15555,49.80333,"DEBKGGND000008OW","Windischeschenbach","E",2125.04,0,"Wn",457,11316.76,2833.81,437,0.0318497688751926,5393,1732,199.45,5864.57,455.75,1.5932,8,0,0,0,0,8,0,0,14,0,0,1,0,0,2,0,0,11,0,0,8,0,0,0.0714285714285714,0,0,0.142857142857143,0,0,0.00414507772020725,0,0,0,0.0987662829967606,0.134860538675357,0.269453308552793,0.243072801178481,0.217708994124632,0.32880504195767,0.0447308567096285,0.0503530464232084,0.0477298182131472,0.067678928358523,1,0,1,3.20027103854036,1.76429563032987,0.708,0.885,0.49,0.796,0.018,0.186,0.0890000000000001,1.63716486902928,0.153659476117103,2820.49306625578,1,-4352.18798151002,12.512843291795,16.7959254954481,19.0624231782363,20.9925633936853,2.25576349481,4.91808786156462,0.445806319930467,0.575089424465785,0.654212680329049,0.732789953697308,72.3099520731276,163.218631032979
"345","Windsbach","Ansbach",10,"AnsbachLand",1.34,1.46,1.521,1.562,1.556,1.623,1.583,1.575,1645,"MF",10.82666,49.24833,"DEBKGGND00000GRR","Windsbach","E",3109.04,0,"Z",0,0,0,0,0,0,0,359.85,6559.02,488.4,1.615,6,0,0,0,0,11,0,0,18,0,0,2,0,0,4,0,0,12,0,0,11,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0.00698412698412698,0,0,0,0.0831914957150109,0.0859247629974035,0.112502602849749,0.201192655407486,0.128782894623789,0.165064769623714,0.0454178984144047,0.0490006642110984,0.0479958765387181,0.0468512954755035,0,1,0,3.57488613021345,2.27906284421422,0.597,0.138,0.654,0.002,0.078,0.839,0.136,2.04407626561473,0.236587771203156,0,0,0,18.232073859347,25.5625388048278,29.9157529380988,32.7945645991765,5.64773761023956,13.55275028123,0.868609122537195,1.22100889735923,1.46637004641801,1.6125470322941,118.489724903208,279.199363999669
"346","Windsheim","Uffenheim",24,"Uffenheim",3.151,3.658,3.726,3.611,3.519,3.472,3.558,3.574,3654,"MF",10.41694,49.5025,"DEBKGGND00000ACH","Bad Windsheim","E",10144,0,"Wg",390,7609.61,4535.86,438,0.00993344068706388,10657,2455,595.7,16051.81,946.45,3.4892,49,0,0,0,0,19,0,0,32,0,0,3,0,0,10,0,0,19,0,0,19,0,0,0.09375,0,0,0.3125,0,0,0.00531617235590375,0,0,0,0.0954393702716775,0.112529979905361,0.124706038223312,0.200848764705206,0.137854728975974,0.183898974173342,0.114122944041165,0.112529979905361,0.117390873997822,0.11837964956444,0,0,1,6.4937075879087,2.44626773596545,0.751,0.101,0.6,0.066,0.056,0.878,0.035,2.72249060654858,0.159876543209877,2201.28824476651,1,392.407407407407,15.1679863297208,20.6354897770248,23.6569850563322,25.8510948090675,3.69879978320687,8.15613227612801,0.58910257587884,0.777359033809913,0.894857115865585,0.975317579136142,97.2524741800088,220.108672718999
"348","Woerishofen","Mindelheim",152,"Mindelheim",0.811,0.973,1.018,1.03,1.478,2.743,2.472,2.66,3103,"SC",10.5925,48.00277,"DEBKGGND000006VF","","E",1238.4,0,"Z",0,0,0,0,0,0,0,0,36656.32,4467.1,2.6888,33,0,0,0,0,19,0,0,27,0,0,0,0,0,7,0,0,20,0,0,19,0,0,0,0,0,0.259259259259259,0,0,0.00714285714285714,0,0,0,0.089110950860204,0.116218225063178,0.130555635154884,0.245546096083106,0.208188610426988,0.2263994932378,0.0349575907420762,0.0815519548089787,0.0739079738093102,0.0762243172765567,0,0,0,5.28588880084522,1.81197173798204,0.702,0.971,0.682,0.691,0.039,0.269,0.28,1.21650294695481,0,0,0,0,13.977498772297,19.8301749537808,22.188923505152,24.1259439476724,3.8392062334682,8.92545604211945,0.612923570325518,0.834108609468239,0.918762531681571,1.00248739148788,91.450691809067,217.530182823254
"349","WoerthDonau","Regensburg",114,"RegensburgLand",1.178,1.446,1.547,1.519,1.544,1.537,1.541,1.584,1542,"OP",12.40055,49.00027,"DEBKGGND00000UGT","Wörth a.d. Donau","E",4199.1,0,"Z",0,0,0,0,0,0,0,366.9,6091.87,382.1,1.5378,3,0,0,0,0,1,0,0,16,0,0,2,0,0,8,0,0,6,0,0,6,0,0,0.125,0,0,0.5,0,0,0.000631313131313131,0,0,0,0.0726759806555615,0.0744041724433881,0.080436286947639,0.248564487285409,0.179512672729006,0.175493125415871,0.0519545943041376,0.0507361193635703,0.0518837749570722,0.0521962632220648,0,1,0,5.01257632067959,3.52319485001327,0.52,0.939,0.516,0.741,0.124,0.132,0.198,2.71435035552683,0.237168713639302,0,0,0,13.8441110143469,18.7645618279566,20.9862304090265,22.8092824979078,2.87617548849632,6.21460793088305,0.503183651546151,0.646168919840176,0.708673681661676,0.76507057114167,83.5823433398982,190.875167927304
"350","WoerthIsar","Landshut",39,"LandshutLand",0.17,0.27,0.32,0.344,0.371,0.381,0.341,0.351,391,"NB",12.33888,48.62277,"DEBKGGND000000HQ","Wörth a.d. Isar","E",2433.43,1,"Rg",190,2452.25,1572.33,259,0.041425,4300,1089,134.4,1220.99,108.4,0.373,26,0,0,0,0,9,0,0,15,0,0,3,0,0,4,0,0,8,0,0,8,0,0,0.2,0,0,0.266666666666667,0,0,0.0256410256410256,0,0,0,0.12,0.109570379020094,0.0943552050212661,0.277748805269867,0.195374196369755,0.197877484963252,0.018577648766328,0.0185374397898117,0.0156875373786631,0.014493950530619,0,1,0,7.94281877692609,3.71185587198568,0.665,0.988,0.622,0.8,0.026,0.174,0.188,7.60446875,0.42,10034.375,1,2163.78125,14.6016276364368,20.2845533016902,22.6636165575202,24.627474448915,3.28733446586329,7.33580703704595,0.57930934953641,0.761188259296977,0.831832942040718,0.901718684895603,89.703767114496,210.661321941513
"351","Wolfratshausen","Muenchen",71,"MuenchenLandI",1.363,1.767,1.693,1.586,1.752,1.764,1.739,1.973,2100,"OB",11.42055,47.9125,"DEBKGGND00000F10","Wolfratshausen","E",6970.98,0,"Z",0,0,0,0,0,0,0,382.85,16767.72,794.75,1.759,79,0,1,0,18,42,0,29,82,0,2,6,0,3,11,0,24,65,0,18,41,0,0.0689655172413793,0.0731707317073171,0,0.103448275862069,0.134146341463415,0,0.0103507763082231,0.0212873796249366,0,2992,12159,0.145233731163689,0.196253462908403,0.272607229031367,0.290542457633341,0.252426099021548,0.370399516304918,0.0236879293699542,0.0258563827448221,0.0226287915262398,0.0236846212021176,0,1,0,5.00115640358485,3.14936003574338,0.163,0.886,0.612,0.291,0.523,0.018,0.595,4.11753101004135,0.22613703484938,0,0,0,17.2663245311916,28.3772817122463,32.4861380578438,35.2142769076888,6.7285827499991,19.8559457144809,0.858686121020533,1.55856431325576,1.80367556738866,1.95350787275653,125.196865991597,340.790050292568
